timestamp,idx,decision,reason,p_intent,q_prob_good,q_score_pred,latency_ms
2026-03-25 12:48:24,57,REJECT,no_intent_detected,0.460862,0.000000,0.080174,3.754792
2026-03-25 12:48:24,58,REJECT,no_intent_detected,0.245450,0.000000,0.068330,3.680041
2026-03-25 12:48:25,59,RESTORE,intent_detected_quality_bad,0.574251,0.000000,0.064938,3.817625
2026-03-25 12:48:25,60,RESTORE,intent_detected_quality_bad,0.900356,0.000000,0.171545,5.717250
2026-03-25 12:48:26,61,REJECT,no_intent_detected,0.332209,0.099516,0.468902,3.025000
2026-03-25 12:48:26,62,REJECT,no_intent_detected,0.168488,0.000046,0.114745,3.798542
2026-03-25 12:48:27,63,REJECT,no_intent_detected,0.109269,0.004551,0.440046,3.878875
2026-03-25 12:48:27,64,REJECT,no_intent_detected,0.111997,0.000000,0.012694,6.293791
2026-03-25 12:48:28,65,REJECT,no_intent_detected,0.299798,0.357840,0.576103,3.561333
2026-03-25 12:48:28,66,REJECT,no_intent_detected,0.316650,0.044937,0.252050,3.016542
2026-03-25 12:48:29,67,REJECT,no_intent_detected,0.399898,0.035566,0.425573,3.624542
2026-03-25 12:48:29,68,REJECT,no_intent_detected,0.174691,0.647121,0.632485,3.652500
2026-03-25 12:48:30,69,REJECT,no_intent_detected,0.101429,0.000015,0.155583,3.788375
2026-03-25 12:48:30,70,REJECT,no_intent_detected,0.243692,0.000000,0.023452,3.563959
2026-03-25 12:48:31,71,RESTORE,intent_detected_quality_bad,0.577236,0.002066,0.442557,5.337916
2026-03-25 12:48:31,72,REJECT,no_intent_detected,0.354156,0.037186,0.460344,3.733250
2026-03-25 12:48:32,73,RESTORE,intent_detected_quality_bad,0.949043,0.000000,0.187237,5.147666
2026-03-25 12:48:32,74,REJECT,no_intent_detected,0.239481,0.370451,0.564841,3.727625
